ed for 080619725.xml | Count - 102172 | Percentage - 88 | Result - Match 
Checked for 082543027.xml | Count - 113557 | Percentage - 98 | Result - Match 
Checked for 082543033.xml | Count - 113558 | Percentage - 98 | Result - Match 
Checked for 082543079.xml | Count - 113559 | Percentage - 98 | Result - Match 
Checked for 082543091.xml | Count - 113560 | Percentage - 98 | Result - Match 
Checked for 082543154.xml | Count - 113561 | Percentage - 98 | Result - Match 
Checked for 082543160.xml | Count - 113562 | Percentage - 98 | Result - Match 
Checked for 082543177.xml | Count - 113563 | Percentage - 98 | Result - Match 
Checked for 082543183.xml | Count - 113564 | Percentage - 98 | Result - Match 
Checked for 082543192.xml | Count - 113565 | Percentage - 98 | Result - Match 
Checked for 082543200.xml | Count - 113566 | Percentage - 98 | Result - Match 
Checked for 082543217.xml | Count - 113567 | Percentage - 98 | Result - Match 
Checked for 082543223.xml | Count - 113568 | Percentage - 98 | Result - Match 
Checked for 082543232.xml | Count - 113569 | Percentage - 98 | Result - Match 
Checked for 082543246.xml | Count - 113570 | Percentage - 98 | Result - Match 
Checked for 082543252.xml | Count - 113571 | Percentage - 98 | Result - Match 
Checked for 082543269.xml | Count - 113572 | Percentage - 98 | Result - Match 
Checked for 082543275.xml | Count - 113573 | Percentage - 98 | Result - Match 
Checked for 082543281.xml | Count - 113574 | Percentage - 98 | Result - Match 
Checked for 082543298.xml | Count - 113575 | Percentage - 98 | Result - Match 
Checked for 082543309.xml | Count - 113576 | Percentage - 98 | Result - Match 
Checked for 082543344.xml | Count - 113577 | Percentage - 98 | Result - Match 
Checked for 082543350.xml | Count - 113578 | Percentage - 98 | Result - Match 
Checked for 082543367.xml | Count - 113579 | Percentage - 98 | Result - Match 
Checked for 082543373.xml | Count - 113580 | Percentage - 98 | Result - Match 
Checked for 082543382.xml | Count - 113581 | Percentage - 98 | Result - Not_Match 
Checked for 082543396.xml | Count - 113582 | Percentage - 98 | Result - Not_Match 
Checked for 082543407.xml | Count - 113583 | Percentage - 98 | Result - Not_Match 
Checked for 082543413.xml | Count - 113584 | Percentage - 98 | Result - Not_Match 
Checked for 082543442.xml | Count - 113585 | Percentage - 98 | Result - Match 
Checked for 082543459.xml | Count - 113586 | Percentage - 98 | Result - Match 
Checked for 082543465.xml | Count - 113587 | Percentage - 98 | Result - Match 
Checked for 082543471.xml | Count - 113588 | Percentage - 98 | Result - Match 
Checked for 082543488.xml | Count - 113589 | Percentage - 98 | Result - Match 
Checked for 082543494.xml | Count - 113590 | Percentage - 98 | Result - Match 
Checked for 082543528.xml | Count - 113591 | Percentage - 98 | Result - Match 
Checked for 082543534.xml | Count - 113592 | Percentage - 98 | Result - Match 
Checked for 082543563.xml | Count - 113593 | Percentage - 98 | Result - Match 
Checked for 082543572.xml | Count - 113594 | Percentage - 98 | Result - Match 
Checked for 082543586.xml | Count - 113595 | Percentage - 98 | Result - Match 
Checked for 082543592.xml | Count - 113596 | Percentage - 98 | Result - Match 
Checked for 082543603.xml | Count - 113597 | Percentage - 98 | Result - Match 
Checked for 082543626.xml | Count - 113598 | Percentage - 98 | Result - Match 
Checked for 082543632.xml | Count - 113599 | Percentage - 98 | Result - Match 
Checked for 082543802.xml | Count - 113600 | Percentage - 98 | Result - Match 
Checked for 082543868.xml | Count - 113601 | Percentage - 98 | Result - Match 
Checked for 082543874.xml | Count - 113602 | Percentage - 98 | Result - Match 
Checked for 082543880.xml | Count - 113603 | Percentage - 98 | Result - Match 
Checked for 082543897.xml | Count - 113604 | Percentage - 98 | Result - Match 
Checked for 082543908.xml | Count - 113605 | Percentage - 98 | Result - Match 
Checked for 082543920.xml | Count - 113606 | Percentage - 98 | Result - Match 
Checked for 082543937.xml | Count - 113607 | Percentage - 98 | Result - Match 
Checked for 082543966.xml | Count - 113608 | Percentage - 98 | Result - Match 
Checked for 082543989.xml | Count - 113609 | Percentage - 98 | Result - Match 
Checked for 082543995.xml | Count - 113610 | Percentage - 98 | Result - Match 
Checked for 082544012.xml | Count - 113611 | Percentage - 98 | Result - Match 
Checked for 082544032.xml | Count - 113612 | Percentage - 98 | Result - Match 
Checked for 082544049.xml | Count - 113613 | Percentage - 98 | Result - Match 
Checked for 082544055.xml | Count - 113614 | Percentage - 98 | Result - Match 
Checked for 082544061.xml | Count - 113615 | Percentage - 98 | Result - Match 
Checked for 082544078.xml | Count - 113616 | Percentage - 98 | Result - Match 
Checked for 082544147.xml | Count - 113617 | Percentage - 98 | Result - Match 
Checked for 082544182.xml | Count - 113618 | Percentage - 98 | Result - Match 
Checked for 082544222.xml | Count - 113619 | Percentage - 98 | Result - Match 
Checked for 082544239.xml | Count - 113620 | Percentage - 98 | Result - Match 
Checked for 082544245.xml | Count - 113621 | Percentage - 98 | Result - Match 
Checked for 082544314.xml | Count - 113622 | Percentage - 98 | Result - Match 
Checked for 082544320.xml | Count - 113623 | Percentage - 98 | Result - Match 
Checked for 082544337.xml | Count - 113624 | Percentage - 98 | Result - Match 
Checked for 082544352.xml | Count - 113625 | Percentage - 98 | Result - Match 
Checked for 082544372.xml | Count - 113626 | Percentage - 98 | Result - Match 
Checked for 082544389.xml | Count - 113627 | Percentage - 98 | Result - Match 
Checked for 082544395.xml | Count - 113628 | Percentage - 98 | Result - Match 
Checked for 082544406.xml | Count - 113629 | Percentage - 98 | Result - Match 
Checked for 082544412.xml | Count - 113630 | Percentage - 98 | Result - Match 
Checked for 082544429.xml | Count - 113631 | Percentage - 98 | Result - Match 
Checked for 082544435.xml | Count - 113632 | Percentage - 98 | Result - Match 
Checked for 082544441.xml | Count - 113633 | Percentage - 98 | Result - Match 
Checked for 082544470.xml | Count - 113634 | Percentage - 98 | Result - Match 
Checked for 082544487.xml | Count - 113635 | Percentage - 98 | Result - Match 
Checked for 082544493.xml | Count - 113636 | Percentage - 98 | Result - Match 
Checked for 082544504.xml | Count - 113637 | Percentage - 98 | Result - Match 
Checked for 082544533.xml | Count - 113638 | Percentage - 98 | Result - Match 
Checked for 082544562.xml | Count - 113639 | Percentage - 98 | Result - Match 
Checked for 082544579.xml | Count - 113640 | Percentage - 98 | Result - Match 
Checked for 082544585.xml | Count - 113641 | Percentage - 98 | Result - Match 
Checked for 082544591.xml | Count - 113642 | Percentage - 98 | Result - Match 
Checked for 082544631.xml | Count - 113643 | Percentage - 98 | Result - Match 
Checked for 082544683.xml | Count - 113644 | Percentage - 98 | Result - Match 
Checked for 082544692.xml | Count - 113645 | Percentage - 98 | Result - Match 
Checked for 082544769.xml | Count - 113646 | Percentage - 98 | Result - Match 
Checked for 082544775.xml | Count - 113647 | Percentage - 98 | Result - Match 
Checked for 082544781.xml | Count - 113648 | Percentage - 98 | Result - Match 
Checked for 082544798.xml | Count - 113649 | Percentage - 98 | Result - Match 
Checked for 082544815.xml | Count - 113650 | Percentage - 98 | Result - Match 
Checked for 082544821.xml | Count - 113651 | Percentage - 98 | Result - Match 
Checked for 082544838.xml | Count - 113652 | Percentage - 98 | Result - Match 
Checked for 082544844.xml | Count - 113653 | Percentage - 98 | Result - Match 
Checked for 082544850.xml | Count - 113654 | Percentage - 98 | Result - Match 
Checked for 082544867.xml | Count - 113655 | Percentage - 98 | Result - Match 
Checked for 082544873.xml | Count - 113656 | Percentage - 98 | Result - Match 
Checked for 082544896.xml | Count - 113657 | Percentage - 98 | Result - Match 
Checked for 082544907.xml | Count - 113658 | Percentage - 98 | Result - Match 
Checked for 082544913.xml | Count - 113659 | Percentage - 98 | Result - Match 
Checked for 082544922.xml | Count - 113660 | Percentage - 98 | Result - Match 
Checked for 082544936.xml | Count - 113661 | Percentage - 98 | Result - Match 
Checked for 082544942.xml | Count - 113662 | Percentage - 98 | Result - Match 
Checked for 082544959.xml | Count - 113663 | Percentage - 98 | Result - Match 
Checked for 082544965.xml | Count - 113664 | Percentage - 98 | Result - Match 
Checked for 082545077.xml | Count - 113665 | Percentage - 98 | Result - Match 
Checked for 082545083.xml | Count - 113666 | Percentage - 98 | Result - Match 
Checked for 082545092.xml | Count - 113667 | Percentage - 98 | Result - Match 
Checked for 082545100.xml | Count - 113668 | Percentage - 98 | Result - Match 
Checked for 082545117.xml | Count - 113669 | Percentage - 98 | Result - Match 
Checked for 082545123.xml | Count - 113670 | Percentage - 98 | Result - Match 
Checked for 082545221.xml | Count - 113671 | Percentage - 98 | Result - Match 
Checked for 082545238.xml | Count - 113672 | Percentage - 98 | Result - Match 
Checked for 082545244.xml | Count - 113673 | Percentage - 98 | Result - Match 
Checked for 082545250.xml | Count - 113674 | Percentage - 98 | Result - Match 
Checked for 082545267.xml | Count - 113675 | Percentage - 98 | Result - Match 
Checked for 082545273.xml | Count - 113676 | Percentage - 98 | Result - Match 
Checked for 082545282.xml | Count - 113677 | Percentage - 98 | Result - Match 
Checked for 082545307.xml | Count - 113678 | Percentage - 98 | Result - Match 
Checked for 082545313.xml | Count - 113679 | Percentage - 98 | Result - Match 
Checked for 082545322.xml | Count - 113680 | Percentage - 98 | Result - Match 
Checked for 082545336.xml | Count - 113681 | Percentage - 98 | Result - Match 
Checked for 082545342.xml | Count - 113682 | Percentage - 98 | Result - Match 
Checked for 082545388.xml | Count - 113683 | Percentage - 98 | Result - Match 
Checked for 082545434.xml | Count - 113684 | Percentage - 98 | Result - Match 
Checked for 082545463.xml | Count - 113685 | Percentage - 98 | Result - Match 
Checked for 082545472.xml | Count - 113686 | Percentage - 98 | Result - Match 
Checked for 082545486.xml | Count - 113687 | Percentage - 98 | Result - Match 
Checked for 082545492.xml | Count - 113688 | Percentage - 98 | Result - Match 
Checked for 082545512.xml | Count - 113689 | Percentage - 98 | Result - Match 
Checked for 082545532.xml | Count - 113690 | Percentage - 98 | Result - Match 
Checked for 082545549.xml | Count - 113691 | Percentage - 98 | Result - Match 
Checked for 082545584.xml | Count - 113692 | Percentage - 98 | Result - Match 
Checked for 082545618.xml | Count - 113693 | Percentage - 98 | Result - Match 
Checked for 082545630.xml | Count - 113694 | Percentage - 98 | Result - Match 
Checked for 082545647.xml | Count - 113695 | Percentage - 98 | Result - Match 
Checked for 082545676.xml | Count - 113696 | Percentage - 98 | Result - Match 
Checked for 082545682.xml | Count - 113697 | Percentage - 98 | Result - Match 
Checked for 082555629.xml | Count - 113698 | Percentage - 98 | Result - Match 
Checked for 082555635.xml | Count - 113699 | Percentage - 98 | Result - Match 
Checked for 082555641.xml | Count - 113700 | Percentage - 98 | Result - Match 
Checked for 082555658.xml | Count - 113701 | Percentage - 98 | Result - Match 
Checked for 082555704.xml | Count - 113702 | Percentage - 98 | Result - Match 
Checked for 082555710.xml | Count - 113703 | Percentage - 98 | Result - Match 
Checked for 082555733.xml | Count - 113704 | Percentage - 98 | Result - Match 
Checked for 082555742.xml | Count - 113705 | Percentage - 98 | Result - Match 
Checked for 082555756.xml | Count - 113706 | Percentage - 98 | Result - Match 
Checked for 082555969.xml | Count - 113707 | Percentage - 98 | Result - Match 
Checked for 082556104.xml | Count - 113708 | Percentage - 98 | Result - Match 
Checked for 082556110.xml | Count - 113709 | Percentage - 98 | Result - Match 
Checked for 082556127.xml | Count - 113710 | Percentage - 98 | Result - Match 
Checked for 082556133.xml | Count - 113711 | Percentage - 98 | Result - Match 
Checked for 082556142.xml | Count - 113712 | Percentage - 98 | Result - Match 
Checked for 082556179.xml | Count - 113713 | Percentage - 98 | Result - Match 
Checked for 082556292.xml | Count - 113714 | Percentage - 98 | Result - Match 
Checked for 082556300.xml | Count - 113715 | Percentage - 98 | Result - Match 
Checked for 082556317.xml | Count - 113716 | Percentage - 98 | Result - Match 
Checked for 082556323.xml | Count - 113717 | Percentage - 98 | Result - Match 
Checked for 082556332.xml | Count - 113718 | Percentage - 98 | Result - Match 
Checked for 082556369.xml | Count - 113719 | Percentage - 98 | Result - Match 
Checked for 082556375.xml | Count - 113720 | Percentage - 98 | Result - Match 
Checked for 082556381.xml | Count - 113721 | Percentage - 98 | Result - Match 
Checked for 082556398.xml | Count - 113722 | Percentage - 98 | Result - Match 
Checked for 082556409.xml | Count - 113723 | Percentage - 98 | Result - Match 
Checked for 082556415.xml | Count - 113724 | Percentage - 98 | Result - Match 
Checked for 082556444.xml | Count - 113725 | Percentage - 98 | Result - Match 
Checked for 082556686.xml | Count - 113726 | Percentage - 98 | Result - Match 
Checked for 082556712.xml | Count - 113727 | Percentage - 98 | Result - Match 
Checked for 082556726.xml | Count - 113728 | Percentage - 98 | Result - Match 
Checked for 082556732.xml | Count - 113729 | Percentage - 98 | Result - Match 
Checked for 082556749.xml | Count - 113730 | Percentage - 98 | Result - Match 
Checked for 082556755.xml | Count - 113731 | Percentage - 98 | Result - Match 
Checked for 082556761.xml | Count - 113732 | Percentage - 98 | Result - Match 
